0	12732	0
1	12706.7	25.3056
2	12682	24.7333
3	12657.5	24.45
4	12633.1	24.3889
5	12609.8	23.3333
6	12586.6	23.2381
7	12564.8	21.75
8	12544.3	20.5333
9	12523.8	20.4762
10	12505.2	18.6071
11	12487.9	17.25
12	12472.5	15.4722
13	12457.2	15.25
14	12443.5	13.75
15	12431.1	12.4167
16	12419.1	11.9667
17	12407.3	11.75
18	12395.7	11.6524
19	12383.1	12.6286
20	12372.2	10.8571
21	12361.4	10.75
22	12350.8	10.6667
23	12340.4	10.4167
24	12330.3	10.0952
25	12320.5	9.80882
26	12310.7	9.73701
27	12301	9.70455
28	12291.4	9.60909
29	12281.9	9.4873
30	12272.5	9.39524
31	12263.1	9.39394
32	12253.7	9.4171
33	12244.5	9.16667
34	12233.1	11.4444
35	12224	9.06667
36	12215	9.04841
37	12206	9.01905
38	12197	8.99596
39	12188	8.9632
40	12179.1	8.86508
41	12169.9	9.19444
42	12161.1	8.79996
43	12152.5	8.68398
44	12143.9	8.6
45	12135.3	8.57525
46	12125.5	9.76818
47	12117.1	8.4719
48	12108.7	8.38012
49	12100.3	8.35
50	12092	8.29286
51	12083.8	8.19872
52	12075.7	8.12906
53	12067.6	8.10758
54	12059.1	8.53225
55	12051.1	8
56	12043.1	8
57	12035.1	8
58	12027.1	8
59	12019.1	8
60	12011.1	7.93651
61	12003.2	7.91602
62	11995.3	7.88889
63	11987.5	7.82857
64	11979.7	7.8
65	11971.9	7.77778
66	11964.2	7.76191
67	11956.4	7.75758
68	11948.7	7.7101
69	11941	7.67857
70	11933.4	7.62831
71	11925.8	7.6
72	11918.2	7.54091
73	11910.6	7.66667
74	11903.1	7.5
75	11895.6	7.49048
76	11888.1	7.47222
77	11880.6	7.50714
78	11873.2	7.40815
79	11865.8	7.3881
80	11856.9	8.86984
81	11849.5	7.39286
82	11842.2	7.34048
83	11834.9	7.29445
84	11827.6	7.28939
85	11820.3	7.34592
86	11813	7.25103
87	11805.8	7.25
88	11798.5	7.24286
89	11791.3	7.19914
90	11784.2	7.16429
91	11775	9.15
92	11767.4	7.61154
93	11759.3	8.13056
94	11750.9	8.35685
95	11743.7	7.1742
96	11733.6	10.1389
97	11725	8.60151
98	11716.1	8.85791
99	11707.7	8.41713
100	11697.2	10.5256
101	11689.7	7.45606
102	11682.7	7.03922
103	11675.7	7.03846
104	11668.7	6.96889
105	11661.7	6.96667
106	11654.8	6.9368
107	11647.7	7.10534
108	11639	8.66414
109	11630.1	8.89358
110	11623.2	6.92063
111	11616.3	6.9013
112	11607.3	9.03788
113	11600.4	6.86337
114	11593.6	6.83014
115	11586.8	6.81131
116	11580	6.78333
117	11572.9	7.04167
118	11566.2	6.76667
119	11559.4	6.74849
120	11552.7	6.70175
121	11546.1	6.66667
122	11539.4	6.66667
123	11532.2	7.23333
124	11525.3	6.83333
125	11518.7	6.66667
126	11511.6	7.10606
127	11505	6.6
128	11497.7	7.2381
129	11491.2	6.54444
130	11483.9	7.25556
131	11477.4	6.53333
132	11470.8	6.53175
133	11464.4	6.48401
134	11457.9	6.46667
135	11451.5	6.40943
136	11444.8	6.73611
137	11438.4	6.37846
138	11432	6.33968
139	11425.7	6.31988
140	11419.4	6.3106
141	11412.5	6.87374
142	11405.9	6.6627
143	11398.3	7.56329
144	11391.7	6.58838
145	11385.5	6.25813
146	11379.1	6.36738
147	11372.6	6.48459
148	11366.2	6.42402
149	11360	6.22641
150	11353.6	6.37436
151	11347.4	6.20029
152	11341.2	6.19048
153	11333.7	7.49495
154	11326.6	7.14286
155	11318.3	8.2119
156	11311.9	6.39697
157	11305.8	6.125
158	11299.5	6.29762
159	11291.1	8.46826
160	11284.8	6.2969
161	11278.1	6.65866
162	11271.9	6.15897
163	11265.5	6.41813
164	11258.7	6.8013
165	11252.3	6.41494
166	11245	7.30952
167	11238.9	6.09091
168	11232.8	6.14574
169	11226.7	6.09091
170	11220.6	6.07792
171	11214.5	6.07619
172	11208.4	6.075
173	11202.4	6.07143
174	11196.3	6.05714
175	11190.3	6.05641
176	11184.2	6.05556
177	11178.2	6.03333
178	11172.1	6.03209
179	11166.1	6.02381
180	11160.1	6
181	11154.1	6
182	11148.1	6
183	11141.8	6.32857
184	11135.7	6.05411
185	11129.7	6
186	11123.7	6
187	11117.7	6
188	11111.7	6
189	11105.7	6
190	11099.7	6
191	11093.7	6
192	11087.7	6
193	11081.7	6
194	11075.8	5.96667
195	11069.8	5.94118
196	11063.9	5.93333
197	11057.9	5.93333
198	11051.8	6.13889
199	11044.9	6.87778
200	11038.8	6.11111
201	11032.8	6
202	11026.9	5.91111
203	11021	5.90304
204	11014.6	6.39477
205	11008.7	5.88413
206	11002.6	6.12222
207	10996.6	6.04762
208	10990.7	5.8338
209	10984.9	5.82925
210	10979	5.8891
211	10973.2	5.77778
212	10967.5	5.76359
213	10961.1	6.41334
214	10954.1	6.95045
215	10948.3	5.78193
216	10941.1	7.24444
217	10933.7	7.35714
218	10927.9	5.79473
219	10922	5.89298
220	10916.3	5.70424
221	10910.6	5.67897
222	10904.7	5.99777
223	10896.9	7.75769
224	10891.1	5.81598
225	10885.4	5.63333
226	10879.7	5.76667
227	10873.8	5.88571
228	10868	5.83777
229	10861.6	6.30519
230	10855.2	6.41326
231	10849.2	5.98503
232	10843.5	5.71667
233	10838	5.55612
234	10832.4	5.54248
235	10826.9	5.53419
236	10821.4	5.52576
237	10815.9	5.51667
238	10810.1	5.75
239	10802.7	7.4
240	10797.2	5.55
241	10791.7	5.49622
242	10786	5.63483
243	10779.6	6.41667
244	10774.1	5.4902
245	10766.2	7.88684
246	10760.7	5.48325
247	10755.2	5.52554
248	10749.6	5.64717
249	10744.1	5.45569
250	10737.9	6.19417
251	10732.5	5.45198
252	10726.7	5.725
253	10721.3	5.43193
254	10715.9	5.41497
255	10710.5	5.39086
256	10704.7	5.83312
257	10699.3	5.37778
258	10693.1	6.16667
259	10687.8	5.37297
260	10682.4	5.37431
261	10677	5.34892
262	10671.7	5.34536
263	10665.7	6.02857
264	10660.3	5.33333
265	10655	5.33333
266	10649.4	5.64103
267	10644	5.33333
268	10638.4	5.66667
269	10633	5.32843
270	10627.7	5.32381
271	10622.4	5.31818
272	10617.1	5.28701
273	10611.8	5.26794
274	10606.3	5.56906
275	10600.6	5.69872
276	10594.8	5.75833
